
Tox =2e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
Vgb (0),Shi_s (0),Qc (0),dq/dVgb (0)
-0.5,0.446006392876200,-0.00263877479331293,0.00265724344590875
-0.45,0.488468344719090,-0.00276892145616151,0.00255079867147046
-0.4,0.531220843180491,-0.00289405174447610,0.00245620033666837
-0.35000000000000003,0.574232639055067,-0.00301470452593956,0.00237140508593272
-0.30000000000000004,0.617477809807415,-0.00313132923143667,0.00229484196699516
-0.25000000000000006,0.660934238010177,-0.00324430606332353,0.00222532890305369
-0.20000000000000007,0.704582625534378,-0.00335396793804738,0.00216221057904943
-0.15000000000000008,0.748403828569794,-0.00346064734501747,0.00210650165513619
-0.10000000000000007,0.792366927832022,-0.00356487624914203,0.00206730367913220
-0.05000000000000007,0.836369736846189,-0.00366841955067047,0.00209591667009843
-6.938893903907228e-17,0.879936787255362,-0.00377948973749042,0.00244796276324079
0.04999999999999993,0.921047845966787,-0.00393298925804739,0.00400072100980644
0.09999999999999994,0.954928712594125,-0.00421127826823132,0.00731036917365642
0.14999999999999994,0.978975273578884,-0.00465935362186404,0.0104192105528882
0.19999999999999996,0.995772761439494,-0.00523305557037179,0.0123439109567261
0.24999999999999994,1.00823835207366,-0.00588070715872495,0.0134801081547210
0.29999999999999993,1.01808926303446,-0.00657383927710717,0.0141966392563160
0.3499999999999999,1.02623151126893,-0.00729651970979820,0.0146820350103724
0.3999999999999999,1.03318780026533,-0.00804048950645665,0.0150312798868998
0.4499999999999999,1.03925637487187,-0.00879838180142679,0.0152938922340188
0.4999999999999999,1.04465587068391,-0.00956825730066354,0.0154991337973456
0.5499999999999999,1.04952334185349,-0.0103474459915560,0.0156641283661764
0.6,1.05395770894415,-0.0111341437172384,0.0157998333063417
0.65,1.05803663101912,-0.0119279201874350,0.0159136668282357
0.7000000000000001,1.06180368743774,-0.0127253073510341,0.0160103472140575
0.7500000000000001,1.06531393287087,-0.0135278697079232,0.0160937833639757
0.8000000000000002,1.06859898905484,-0.0143344223901187,0.0161665287715787
0.8500000000000002,1.07168712777286,-0.0151445780827279,0.0162305632344676
0.9000000000000002,1.07460365273604,-0.0159586422446435,0.0162874399933086
0.9500000000000003,1.07735642866565,-0.0167730127009975,0.0163381256414176
1.0000000000000002,1.07997426170990,-0.0175910835578141,0.0163837910040228
1.0500000000000003,1.08246635031654,-0.0184113356136390,0.0164250977284717
1.1000000000000003,1.08484445513010,-0.0192335833761769,0.0164626521402985
1.1500000000000004,1.08711878606549,-0.0200576863312238,0.0164969523655325
1.2000000000000004,1.08929829924355,-0.0208835543547502,0.0165284120303468
1.2500000000000004,1.09139093635306,-0.0217111565662969,0.0165573780428355
1.3000000000000005,1.09340381975412,-0.0225405330459056,0.0165841441082740
1.3500000000000005,1.09534341268004,-0.0233718087766519,0.0166089611175274
1.4000000000000006,1.09720356876351,-0.0241997308493393,0.0166318989084730
1.4500000000000006,1.09900646191171,-0.0250318694883077,0.0166533550143128

Tox =7.303977272727273e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
