
Tox =2e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
Vgb (1),Shi_s (1),Qc (1),dq/dVgb (1)
-0.5,0.219718760377959,-0.00179236555816919,0.00233730012465669
-0.45,0.245392880247202,-0.00190736964606468,0.00226401050894588
-0.4,0.271807101882881,-0.00201887230330943,0.00219713722519186
-0.35000000000000003,0.298899020667066,-0.00212717600775354,0.00213583014517248
-0.30000000000000004,0.326612816866196,-0.00223253724484324,0.00207937412668700
-0.25000000000000006,0.354900614775320,-0.00233518372348918,0.00202716692980024
-0.20000000000000007,0.383720621134328,-0.00243531626566584,0.00197870257389369
-0.15000000000000008,0.413035171348009,-0.00253310969595826,0.00193355558247510
-0.10000000000000007,0.442811277764241,-0.00262872105305933,0.00189136409048584
-0.05000000000000007,0.473019358155623,-0.00272229019111049,0.00185181920915465
-6.938893903907228e-17,0.503632860464383,-0.00281394263878157,0.00181465542137526
0.04999999999999993,0.534627844896211,-0.00290379157583662,0.00177964318837495
0.09999999999999994,0.565982634494972,-0.00299193948194949,0.00174658327507551
0.14999999999999994,0.597677517035946,-0.00307847954985407,0.00171530299632651
0.19999999999999996,0.629694469711647,-0.00316349698498137,0.00168565602343736
0.24999999999999994,0.662016842775352,-0.00324707050142361,0.00165753230807830
0.29999999999999993,0.694628696540814,-0.00332927475374587,0.00163090235125735
0.3499999999999999,0.727513743149739,-0.00341018885289253,0.00160598324251549
0.3999999999999999,0.760649217574682,-0.00348991831599904,0.00158384820741823
0.4499999999999999,0.793988573959114,-0.00356868389799785,0.00156862713831072
0.4999999999999999,0.827396165259972,-0.00364712689867618,0.00157516154627860
0.5499999999999999,0.860432912800632,-0.00372732383951176,0.00165161216196462
0.6,0.891820171274785,-0.00381532399209498,0.00191046923192893
0.65,0.919067477093899,-0.00392289262736153,0.00242810773169936
0.7000000000000001,0.940210154428752,-0.00405931361478316,0.00301678810155662
0.7500000000000001,0.955773016536872,-0.00422211801792735,0.00346687757405187
0.8000000000000002,0.967428837536758,-0.00440357302615690,0.00376453788599537
0.8500000000000002,0.976508187487125,-0.00459689805230856,0.00395971335118993
0.9000000000000002,0.983882946378147,-0.00479838108299299,0.00409278338016876
0.9500000000000003,0.990069563716459,-0.00500550702922289,0.00418752063839009
1.0000000000000002,0.995393421052169,-0.00521671802530927,0.00425769651263772
1.0500000000000003,1.00006739356260,-0.00543100289352657,0.00431146839667844
1.1000000000000003,1.00424237454198,-0.00564800718447141,0.00435391316293866
1.1500000000000004,1.00800523546987,-0.00586641912091265,0.00438809361963896
1.2000000000000004,1.01144152122865,-0.00608646507617533,0.00441625450424759
1.2500000000000004,1.01460591987175,-0.00630784193915323,0.00443984588028429
1.3000000000000005,1.01754063842912,-0.00653032748120787,0.00445989487182878
1.3500000000000005,1.02027882118981,-0.00675375354793322,0.00447714639576444
1.4000000000000006,1.02284691367523,-0.00697798936579882,0.00449215231973196
1.4500000000000006,1.02526632462120,-0.00720293085755555,0.00450532937823751
