
Vgb =1,Tox =2e-09,NA =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vcb (0),Shi_s (0)
0.01,1.08210193596470
0.060000000000000005,1.12893293923594
0.11000000000000001,1.17555084591125
0.16000000000000003,1.22189501841554
0.21000000000000002,1.26794660186935
0.26,1.31362432016977
0.31,1.35886020756272
0.36,1.40353640929728
0.41,1.44748979645831
0.45999999999999996,1.49046193853137
0.51,1.53205221857461
0.56,1.57153994176987
0.6100000000000001,1.60755169894248
0.6600000000000001,1.63724410255030
0.7100000000000002,1.65597047821776
0.7600000000000002,1.66269889901054
0.8100000000000003,1.66403560980430
0.8600000000000003,1.66424192133786
0.9100000000000004,1.66427213795119
0.9600000000000004,1.66427652772860
1.0100000000000005,1.66427716470562
1.0600000000000005,1.66427725454897
1.1100000000000005,1.66427726857307
1.1600000000000006,1.66427726603521
1.2100000000000006,1.66427726391227
1.2600000000000007,1.66427726285840
1.3100000000000007,1.66427726249112
1.3600000000000008,1.66427726264526
1.4100000000000008,1.66427726323005
1.4600000000000009,1.66427726414500
1.510000000000001,1.66427726527230
1.560000000000001,1.66427726649214
1.610000000000001,1.66427726769921
1.660000000000001,1.66427726881359
1.710000000000001,1.66427726978482
1.7600000000000011,1.66427727059015
1.8100000000000012,1.66427727122896
1.8600000000000012,1.66427727171570
1.9100000000000013,1.66427727207309
1.9600000000000013,1.66427727232656
2.010000000000001,1.66427727250049
2.060000000000001,1.66427727261611
2.1100000000000008,1.66427727269058
2.1600000000000006,1.66427727273705
2.2100000000000004,1.66427727276511
2.2600000000000002,1.66427727278145
2.31,1.66427727279060
2.36,1.66427727279549
2.4099999999999997,1.66427727279796
2.4599999999999995,1.66427727279913

Vgb =0.29835227272727266,Tox =2e-09,NA =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vcb (1),Shi_s (1)
0.01,0.990766886920267
0.060000000000000005,1.01426463857307
0.11000000000000001,1.02518167075089
0.16000000000000003,1.02784789374436
0.21000000000000002,1.02828613409086
0.26,1.02835102583149
0.31,1.02836046841351
0.36,1.02836183889972
0.41,1.02836203514233
0.45999999999999996,1.02836205400652
0.51,1.02836206979354
0.56,1.02836207137408
0.6100000000000001,1.02836205586084
0.6600000000000001,1.02836207147557
0.7100000000000002,1.02836207147743
0.7600000000000002,1.02836207147769
0.8100000000000003,1.02836207147773
0.8600000000000003,1.02836207147774
0.9100000000000004,1.02836207147774
0.9600000000000004,1.02836207147774
1.0100000000000005,1.02836207147774
1.0600000000000005,1.02836207147774
1.1100000000000005,1.02836207147774
1.1600000000000006,1.02836207147774
1.2100000000000006,1.02836207147774
1.2600000000000007,1.02836207147774
1.3100000000000007,1.02836207147774
1.3600000000000008,1.02836207147774
1.4100000000000008,1.02836207147774
1.4600000000000009,1.02836207147774
1.510000000000001,1.02836207147774
1.560000000000001,1.02836207147774
1.610000000000001,1.02836207147774
1.660000000000001,1.02836207147774
1.710000000000001,1.02836207147774
1.7600000000000011,1.02836207147774
1.8100000000000012,1.02836207147774
1.8600000000000012,1.02836207147774
1.9100000000000013,1.02836207147774
1.9600000000000013,1.02836207147774
2.010000000000001,1.02836207147774
2.060000000000001,1.02836207147774
2.1100000000000008,1.02836207147774
2.1600000000000006,1.02836207147774
2.2100000000000004,1.02836207147774
2.2600000000000002,1.02836207147774
2.31,1.02836207147774
2.36,1.02836207147774
2.4099999999999997,1.02836207147774
2.4599999999999995,1.02836207147774
