0.0272108844,0.767965368
0.0544217687,0.7814780458
0.0544217687,0.7951144094
0.0816326531,0.7995361781
0.0952380952,0.8131106988
0.1224489796,0.8311688312
0.1224489796,0.8493506494
0.1632653061,0.8628014842
0.1632653061,0.8764378479
0.1768707483,0.885466914
0.2040816327,0.9035250464
0.231292517,0.9215831787
0.231292517,0.9306740878
0.2585034014,0.9441867656
0.2857142857,0.9531539889
0.2993197279,0.9667285096
0.3265306122,0.9756957328
0.3537414966,0.9801175015
0.3673469388,0.9891465677
0.4081632653,0.9980519481
0.4489795918,1.0024118738
0.462585034,1.0068954855
0.4897959184,1.0113172542
0.5306122449,1.01567718
0.5306122449,1.01567718
0.5578231293,1.0200989487
0.5850340136,1.0199752628
0.612244898,1.0289424861
0.6394557823,1.0288188002
0.6802721088,1.033178726
0.7210884354,1.0375386518
0.7346938776,1.0374768089
0.7755102041,1.0372912801
0.7891156463,1.0417748918
0.8299319728,1.041589363
0.8707482993,1.0459492888
0.8979591837,1.0503710575
0.9115646259,1.0503092146
0.9387755102,1.0501855288
0.9795918367,1.0545454545
1.0068027211,1.0589672233
1.0204081633,1.0589053803
1.0612244898,1.0587198516
1.1020408163,1.0585343228
1.1292517007,1.0629560915
1.1700680272,1.0673160173
1.1836734694,1.0672541744
1.2108843537,1.0671304886
1.2380952381,1.0624613482
1.2653061224,1.0714285714
1.306122449,1.0712430427
1.3197278912,1.0711811998
1.3605442177,1.070995671
1.387755102,1.0708719852
1.4013605442,1.0753555968
1.4421768707,1.0706246135
1.4829931973,1.0795299938
1.5102040816,1.079406308
1.5510204082,1.0837662338
1.5646258503,1.0791589363
1.5918367347,1.083580705
1.619047619,1.0834570192
1.6734693878,1.0786641929
1.7142857143,1.0784786642
1.7551020408,1.0873840445
1.7959183673,1.0826530612
1.8775510204,1.0777365492
1.9863945578,1.0863327149
2.1768707483,1.0991032777
2.3673469388,1.0982374768
2.5170068027,1.0975572047
