
Tox =4e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
1.0500000000000003,1.04442970292998,-0.00953407721892260,0.00816505514450669
1.1000000000000003,1.04706255803102,-0.00994294458874166,0.00819051755698373
1.1500000000000004,1.04955640734076,-0.0103530329586099,0.00821318486781215
1.2000000000000004,1.05192601142536,-0.0107642033909275,0.00823350617438086
1.2500000000000004,1.05418385172392,-0.0111763426039676,0.00825183841109338
1.3000000000000005,1.05635022084330,-0.0115912473092565,0.00826854133327653
1.3500000000000005,1.05840928354187,-0.0120039746468621,0.00828365943514616
1.4000000000000006,1.06038734760332,-0.0124179765436889,0.00829752638255256
1.4500000000000006,1.06228992790549,-0.0128329629059992,0.00831028937683612

Tox =5.713068181818182e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
Vgb (1),Shi_s (1),Qc (1),dq/dVgb (1)
-0.5,0.267654327489796,-0.00200175335751174,0.00245699824628039
-0.45,0.297685983860921,-0.00212244487834375,0.00237214826253914
-0.4,0.328384468261115,-0.00223910406726180,0.00229550583769032
-0.35000000000000003,0.359687763856417,-0.00235211148626614,0.00222583600812590
-0.30000000000000004,0.391541864241930,-0.00246178795535899,0.00216214615077812
-0.25000000000000006,0.423900916907770,-0.00256841216666007,0.00210362775115056
-0.20000000000000007,0.456725043242048,-0.00267222579399492,0.00204961704853797
-0.15000000000000008,0.489979235744082,-0.00277343984605620,0.00199956377429781
-0.10000000000000007,0.523632738239790,-0.00287224041148463,0.00195300729097159
-0.05000000000000007,0.557658275007867,-0.00296879234863202,0.00190955918274196
-6.938893903907228e-17,0.592031529918163,-0.00306324262769231,0.00186889069012991
0.04999999999999993,0.626730683708544,-0.00315572312737092,0.00183072673353608
0.09999999999999994,0.661735946975125,-0.00324635345765446,0.00179485582983882
0.14999999999999994,0.697028792903984,-0.00333524527282294,0.00176119548116437
0.19999999999999996,0.732590185205480,-0.00342251460422818,0.00173007253679819
0.24999999999999994,0.768393165293674,-0.00350832342011466,0.00170336015828745
0.29999999999999993,0.804375886672573,-0.00359304585397253,0.00168899681742715
0.3499999999999999,0.840335490918765,-0.00367790801596896,0.00171797823517004
0.3999999999999999,0.875559692781267,-0.00376721543637666,0.00189419364406468
0.4499999999999999,0.908008552303098,-0.00387329902313452,0.00242232289157239
0.4999999999999999,0.934517328226957,-0.00401528231355210,0.00327998494032477
0.5499999999999999,0.954003731683348,-0.00419970963543095,0.00405667140286359
0.6,0.968129230684034,-0.00441665488381765,0.00457831361684619
0.65,0.978784853262673,-0.00465436449091937,0.00490852927147064
0.7000000000000001,0.987225546789267,-0.00490553714898494,0.00512465392734482
0.7500000000000001,0.994181240164040,-0.00516570004585195,0.00527335039884505
0.8000000000000002,1.00010307545799,-0.00543275137810497,0.00538078677508202
0.8500000000000002,1.00523714232222,-0.00570355966151049,0.00546115494106893
0.9000000000000002,1.00978910947335,-0.00597809697026189,0.00552356729539649
0.9500000000000003,1.01388141725274,-0.00625550349517573,0.00557334619706509
1.0000000000000002,1.01760237665923,-0.00653519316656966,0.00561394744797044
1.0500000000000003,1.02101734733320,-0.00681674849051253,0.00564769315667677
1.1000000000000003,1.02417586267860,-0.00709986057654096,0.00567619279307371
1.1500000000000004,1.02711627036534,-0.00738429367414427,0.00570059306902067
1.2000000000000004,1.02986882604393,-0.00766986327568582,0.00572173113573800
1.2500000000000004,1.03246835650753,-0.00795762675301854,0.00574030425118545
1.3000000000000005,1.03490909553555,-0.00824459077081853,0.00575660832899529
1.3500000000000005,1.03722413663227,-0.00853249490398578,0.00577113138426213
1.4000000000000006,1.03942638790298,-0.00882119842151147,0.00578415504329355
1.4500000000000006,1.04152690093557,-0.00911059239344925,0.00579590494432088

Tox =6.985795454545456e-09,NA =500000000000000000000000,Phi_m =3.96668,Qox =1e-05
Vgb (2),Shi_s (2),Qc (2),dq/dVgb (2)
-0.5,0.228297836750355,-0.00183159623450597,0.00236210352390926
-0.45,0.254792832455787,-0.00194778084248799,0.00228649451564159
-0.4,0.282017311908203,-0.00206035738409002,0.00221765409934733
-0.35000000000000003,0.309908372978545,-0.00216964349641601,0.00215465658024130
-0.30000000000000004,0.338410177373063,-0.00227590852083595,0.00209673247297800
-0.25000000000000006,0.367474900826537,-0.00237939019622247,0.00204323946278820
-0.20000000000000007,0.397060815090982,-0.00248029732156247,0.00199364102789702
-0.15000000000000008,0.427130563622319,-0.00257881202125196,0.00194748742446693
-0.10000000000000007,0.457651381911348,-0.00267509709516556,0.00190439756048016
-0.05000000000000007,0.488593963289717,-0.00276929740532948,0.00186404691401924
-6.938893903907228e-17,0.519932042442781,-0.00286154278056838,0.00182615718305714
0.04999999999999993,0.551641967997578,-0.00295195011681118,0.00179048838991197
0.09999999999999994,0.583702353584061,-0.00304062516086635,0.00175683309901346
0.14999999999999994,0.616093751924721,-0.00312766401026540,0.00172501361010405
0.19999999999999996,0.648798355173704,-0.00321315469360207,0.00169488614893226
0.24999999999999994,0.681799506085455,-0.00329717927145531,0.00166636784491699
0.29999999999999993,0.715080840636598,-0.00337981946571730,0.00163954471532850
0.3499999999999999,0.748622588734325,-0.00346117216445320,0.00161507819342857
0.3999999999999999,0.782390129363094,-0.00354140877675598,0.00159570901896727
0.4499999999999999,0.816290903455342,-0.00362098682008768,0.00159169762486746
0.4999999999999999,0.850024476615013,-0.00370139149514670,0.00163862529598105
0.5499999999999999,0.882644672971354,-0.00378730232917777,0.00183525477830711
0.6,0.911928713921191,-0.00388970526141198,0.00230952911122628
0.65,0.935330421074285,-0.00402117541915089,0.00295123815503787
0.7000000000000001,0.952612710812097,-0.00418289546625130,0.00348735555078284
0.7500000000000001,0.965392715543108,-0.00436709026664113,0.00384787479743464
0.8000000000000002,0.975198651787459,-0.00456560340877916,0.00408164944119855
0.8500000000000002,0.983067078785205,-0.00477381786063695,0.00423847876602886
0.9000000000000002,0.989606087014977,-0.00498863506539521,0.00434845488271190
0.9500000000000003,0.995193153558994,-0.00520816496296989,0.00442889048485826
1.0000000000000002,1.00008446455175,-0.00543183918533545,0.00449004010273255
1.0500000000000003,1.00440975627093,-0.00565724748108654,0.00453762488303972
1.1000000000000003,1.00830734396778,-0.00588495321971739,0.00457580959719503
1.1500000000000004,1.01185688063489,-0.00611447024832955,0.00460708986935567
1.2000000000000004,1.01511819076133,-0.00634545659905828,0.00463316967542810
1.2500000000000004,1.01813710290063,-0.00657766284933152,0.00465524468545160
1.3000000000000005,1.02094937593256,-0.00681090101257942,0.00467417501234363
1.3500000000000005,1.02358338547615,-0.00704502536109381,0.00469059337288936
1.4000000000000006,1.02606199458099,-0.00727992024151316,0.00470497461558174
1.4500000000000006,1.02840387983157,-0.00751549206957030,0.00471768154738978
