
Tox =2e-09,ND =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vgb (0),Shi_s (0),Qc (0),dq/dVgb (0)
-1.9,-1.06504867262166,0.0134651292106297,0.0160876900078033
-1.8499999999999999,-1.06151958294948,0.0126629167998874,0.0160033214432305
-1.7999999999999998,-1.05773106321428,0.0118660087202718,0.0159054798328436
-1.7499999999999998,-1.05362565422461,0.0110725561148596,0.0157901185762683
-1.6999999999999997,-1.04916042201961,0.0102863923475366,0.0156524286359599
-1.6499999999999997,-1.04425541693057,0.00950785667661644,0.0154847495406229
-1.5999999999999996,-1.03880927469330,0.00873880506393146,0.0152757531377292
-1.5499999999999996,-1.03268124127117,0.00798199793486426,0.0150076759236493
-1.4999999999999996,-1.02564450036308,0.00723933396993572,0.0146499513373849
-1.4499999999999995,-1.01739109408405,0.00651857389843726,0.0141507456704750
-1.3999999999999995,-1.00737577028039,0.00582828987382002,0.0134099749537903
-1.3499999999999994,-0.994649579000125,0.00518519875206013,0.0122285509034420
-1.2999999999999994,-0.977406969699674,0.00461911048324523,0.0102213621048491
-1.2499999999999993,-0.952648818651720,0.00418332329364089,0.00702873422567559
-1.1999999999999993,-0.918030034622120,0.00391776943067791,0.00380784957642437
-1.1499999999999992,-0.876584164836817,0.00377005213172577,0.00239388452091403
-1.0999999999999992,-0.832942948620580,0.00366026329655908,0.00208789665742829
-1.0499999999999992,-0.788934812452183,0.00355681195480873,0.00206913668300870
-0.9999999999999991,-0.744980811890424,0.00345242596061288,0.00211047555042817
-0.9499999999999991,-0.701172303313048,0.00334552800374115,0.00216690001089240
-0.899999999999999,-0.657538174342206,0.00323561891471268,0.00223051642570025
-0.849999999999999,-0.614097507341809,0.00312237004040411,0.00230054637576707
-0.7999999999999989,-0.570869737783418,0.00300544576090612,0.00237770394088083
-0.7499999999999989,-0.527877143857407,0.00288446090361797,0.00246320195048439
-0.6999999999999988,-0.485146105305761,0.00275896012018876,0.00255864356161093
-0.6499999999999988,-0.442708308595786,0.00262839641093136,0.00266611549439877
-0.5999999999999988,-0.400602394486520,0.00249210259920219,0.00278837705307021
-0.5499999999999987,-0.358876304472640,0.00234925068275390,0.00292916334615574
-0.4999999999999987,-0.317590744845466,0.00219879174039637,0.00309367530144638
-0.44999999999999873,-0.276824792486047,0.00203936508253050,0.00328939661171776
-0.39999999999999875,-0.236683630650824,0.00186914928396070,0.00352750479949355
-0.34999999999999876,-0.197313276397747,0.00168562526121876,0.00382530352617675
-0.29999999999999877,-0.158923233735355,0.00148517586462414,0.00421020161462697
-0.24999999999999878,-0.121823245769438,0.00126245328613343,0.00472482818658594
-0.1999999999999988,-0.0864714641704632,0.00100954739983675,0.00542831419545960
-0.1499999999999988,-0.0535034779644538,0.000715484573015954,0.00637827690166563
-0.0999999999999988,-0.0236584291012488,0.000367489350863742,0.00757772863576063

Tox =4.0625e-09,ND =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vgb (1),Shi_s (1),Qc (1),dq/dVgb (1)
-1.9,-1.02289382384410,0.00698222236493170,0.00776851383665994
-1.8499999999999999,-1.01836265356485,0.00659575364851859,0.00768753329583386
-1.7999999999999998,-1.01329497043916,0.00621386666818280,0.00758471245348341
-1.7499999999999998,-1.00753587197249,0.00583792570989425,0.00745000211957759
-1.6999999999999997,-1.00085539407255,0.00547003134314233,0.00726659360429126
-1.6499999999999997,-0.992869056116900,0.00511246501741384,0.00700395147316528
-1.5999999999999996,-0.982987899978627,0.00477146599924619,0.00660694401099843
-1.5499999999999996,-0.970137110501239,0.00445574483582054,0.00597112235852631
-1.4999999999999996,-0.952453494264606,0.00418101436431141,0.00493858662273129
-1.4499999999999995,-0.927430409938386,0.00396871478372903,0.00352375718025908
-1.3999999999999995,-0.894463738152707,0.00382393405929024,0.00238213118139098
-1.3499999999999994,-0.856882730322626,0.00371837453299837,0.00193424128891792
-1.2999999999999994,-0.817896681873399,0.00362475770618665,0.00184039565988480
-1.2499999999999993,-0.778720635001218,0.00353275539063429,0.00184715682292272
-1.1999999999999993,-0.739674850304788,0.00343964675181284,0.00187919456693072
-1.1499999999999992,-0.700843655423765,0.00334471355274607,0.00191893761406174
-1.0999999999999992,-0.662258673072477,0.00324768769613268,0.00196267728594729
-1.0499999999999992,-0.623941128054122,0.00314838874556631,0.00200986168617250
-0.9999999999999991,-0.585911697360415,0.00304664088409899,0.00206069274117136
-0.9499999999999991,-0.548193031124773,0.00294225158496485,0.00211560297871803
-0.899999999999999,-0.510810711380066,0.00283500332162456,0.00217515431948274
-0.849999999999999,-0.473794005894514,0.00272464739546963,0.00224003623292318
-0.7999999999999989,-0.437176671084693,0.00261089688226469,0.00231109372595467
-0.7499999999999989,-0.400997998536421,0.00249341781044006,0.00238937271827500
-0.6999999999999988,-0.365304176710036,0.00237181758504759,0.00247618503073683
-0.6499999999999988,-0.330150111424230,0.00224562951539842,0.00257320102852073
-0.5999999999999988,-0.295601903101986,0.00211429175847663,0.00268258292905714
-0.5499999999999987,-0.261740270756314,0.00197711821559050,0.00280717664678198
-0.4999999999999987,-0.228665322619352,0.00183325798278776,0.00295078004521423
-0.44999999999999873,-0.196503130460736,0.00168163947020123,0.00311848255556917
-0.39999999999999875,-0.165414312111110,0.00152089745197203,0.00331697716320281
-0.34999999999999876,-0.135602782014128,0.00134928672648785,0.00355449939107951
-0.29999999999999877,-0.107325500545060,0.00116465080148513,0.00383953832601669
-0.24999999999999878,-0.0808791252338854,0.000964451060000079,0.00417734539573514
-0.1999999999999988,-0.0565689023555920,0.000746092871703612,0.00456416903553779
-0.1499999999999988,-0.0346395882934354,0.000507494642634929,0.00498293512639885
-0.0999999999999988,-0.0152005771009978,0.000247718647244743,0.00540600268552047

Tox =6.647727272727273e-09,ND =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vgb (2),Shi_s (2),Qc (2),dq/dVgb (2)
-1.9,-0.973237870851633,0.00452102088220791,0.00420450357274755
-1.8499999999999999,-0.962406033034701,0.00431749986573810,0.00391304932326461
-1.7999999999999998,-0.948053642777225,0.00413233442420768,0.00346150154990188
-1.7499999999999998,-0.928407888205166,0.00397466725348519,0.00281826751619863
-1.6999999999999997,-0.902220124442730,0.00385097954449163,0.00215485239080861
-1.6499999999999997,-0.870821910720617,0.00375435107528217,0.00176546723678565
-1.5999999999999996,-0.837051683090845,0.00367004712017631,0.00163583255817204
-1.5499999999999996,-0.802653165030042,0.00358900759801613,0.00161526118886981
-1.4999999999999996,-0.768251107333304,0.00350798647839312,0.00162836936528514
-1.4499999999999995,-0.734032963394218,0.00342601004698264,0.00165159501522081
-1.3999999999999995,-0.700058599415557,0.00334276724625666,0.00167853329350098
-1.3499999999999994,-0.666354175665040,0.00325812246576230,0.00170756182312643
-1.2999999999999994,-0.632937686239114,0.00317198196288971,0.00173834799583450
-1.2499999999999993,-0.599826035064865,0.00308425802446044,0.00177091581896508
-1.1999999999999993,-0.567036970675961,0.00299485845843816,0.00180540046125575
-1.1499999999999992,-0.534589797927198,0.00290368298871491,0.00184198561079016
-1.0999999999999992,-0.502505762073797,0.00281062126007011,0.00188089018253516
-1.0499999999999992,-0.470808385855031,0.00271555108724134,0.00192236913058846
-0.9999999999999991,-0.439523841493310,0.00261833652263212,0.00196671921086683
-0.9499999999999991,-0.408681392362046,0.00251882556213606,0.00201428757653257
-0.899999999999999,-0.378313772026355,0.00241684681213684,0.00206548337334765
-0.849999999999999,-0.348458613702675,0.00231220868440294,0.00212079098813335
-0.7999999999999989,-0.319157803525418,0.00220469011591118,0.00218079135017248
-0.7499999999999989,-0.290459664695485,0.00209403908378683,0.00224618374502629
-0.6999999999999988,-0.262420399534515,0.00197996689525440,0.00231781387358794
-0.6499999999999988,-0.235104713717776,0.00186213637792474,0.00239670752588548
-0.5999999999999988,-0.208588240787652,0.00174015432808216,0.00248409494317029
-0.5499999999999987,-0.182959477051564,0.00161356096610052,0.00258140804397813
-0.4999999999999987,-0.158321407629963,0.00148182121142092,0.00269020320973389
-0.44999999999999873,-0.134791770188957,0.00134432328480845,0.00281193551065575
-0.39999999999999875,-0.112500107327227,0.00120039403558992,0.00294750620328822
-0.34999999999999876,-0.0915793218714802,0.00104934295787379,0.00309658450681373
-0.29999999999999877,-0.0721503641882097,0.000890542193695813,0.00325691208751896
-0.24999999999999878,-0.0543018723426054,0.000723532987997799,0.00342403423149781
-0.1999999999999988,-0.0380709671085955,0.000548125130229017,0.00359186591498902
-0.1499999999999988,-0.0234333308006344,0.000364445642281441,0.00375401285367813
-0.0999999999999988,-0.0103072830276859,0.000172915681797126,0.00390519723305415
